0308	Medicham	Medicham
Pure Power		Telepathy
0308	Medicham	Medicham
Mega Medicham	Pure Power		
0309	Electrike	Electrike
Static	Lightning Rod	Minus
0310	Manectric	Manectric
Static	Lightning Rod	Minus
0310	Manectric	Manectric
Mega Manectric	Intimidate		
0311	Plusle	Plusle
Plus		Lightning RodGen VI+
0312	Minun	Minun
Minus		Volt AbsorbGen VI+
0313	Volbeat	Volbeat
Illuminate	Swarm	Prankster
0314	Illumise	Illumise
Oblivious	Tinted LensGen IV+	Prankster
0406	Budew	Budew
Natural Cure	Poison Point	Leaf Guard
0315	Roselia	Roselia
Natural Cure	Poison Point	Leaf Guard
0407	Roserade	Roserade
Natural Cure	Poison Point	Technician
0316	Gulpin	Gulpin
Liquid Ooze	Sticky Hold	Gluttony
0317	Swalot	Swalot
Liquid Ooze	Sticky Hold	Gluttony
0318	Carvanha	Carvanha
Rough Skin		Speed Boost
0319	Sharpedo	Sharpedo
Rough Skin		Speed Boost
0319	Sharpedo	Sharpedo
Mega Sharpedo	Strong Jaw		
0320	Wailmer	Wailmer
Water Veil	Oblivious	Pressure
0321	Wailord	Wailord
Water Veil	Oblivious	Pressure
0322	Numel	Numel
Oblivious	SimpleGen IV+	Own Tempo
0323	Camerupt	Camerupt
Magma Armor	Solid RockGen IV+	Anger Point
0323	Camerupt	Camerupt
Mega Camerupt	Sheer Force		
0324	Torkoal	Torkoal
White Smoke	DroughtGen VII+	Shell Armor
0325	Spoink	Spoink
Thick Fat	Own Tempo	Gluttony
0326	Grumpig	Grumpig
Thick Fat	Own Tempo	Gluttony
0327	Spinda	Spinda
Own Tempo	Tangled FeetGen IV+	Contrary
0328	Trapinch	Trapinch
Hyper Cutter	Arena Trap	Sheer Force
0329	Vibrava	Vibrava
Levitate		
0330	Flygon	Flygon
Levitate		
0331	Cacnea	Cacnea
Sand Veil		Water Absorb
0332	Cacturne	Cacturne
Sand Veil		Water Absorb
0333	Swablu	Swablu
Natural Cure		Cloud Nine
0334	Altaria	Altaria
Natural Cure		Cloud Nine
0334	Altaria	Altaria
Mega Altaria	Pixilate		
0335	Zangoose	Zangoose
Immunity		Toxic Boost
0336	Seviper	Seviper
Shed Skin		Infiltrator
0337	Lunatone	Lunatone
Levitate		
0338	Solrock	Solrock
Levitate		
0339	Barboach	Barboach
Oblivious	AnticipationGen IV+	Hydration
0340	Whiscash	Whiscash
Oblivious	AnticipationGen IV+	Hydration
0341	Corphish	Corphish
Hyper Cutter	Shell Armor	Adaptability
0342	Crawdaunt	Crawdaunt
Hyper Cutter	Shell Armor	Adaptability
0343	Baltoy	Baltoy
Levitate		
0344	Claydol	Claydol
Levitate		
0345	Lileep	Lileep
Suction Cups		Storm Drain
0346	Cradily	Cradily
Suction Cups		Storm Drain
0347	Anorith	Anorith
Battle Armor		Swift Swim
0348	Armaldo	Armaldo
Battle Armor		Swift Swim
0349	Feebas	Feebas
Swift Swim	ObliviousGen VI+	Adaptability
0350	Milotic	Milotic
Marvel Scale	CompetitiveGen VI+	Cute Charm
0351	Castform	Castform
Forecast		
0351	Castform	Castform
Sunny Form	Forecast		
0351	Castform	Castform
Rainy Form	Forecast		
0351	Castform	Castform
Snowy Form	Forecast		
0352	Kecleon	Kecleon
Color Change		ProteanGen VI+
0353	Shuppet	Shuppet
Insomnia	FriskGen IV+	Cursed Body
0354	Banette	Banette
Insomnia	FriskGen IV+	Cursed Body
0354	Banette	Banette
Mega Banette	Prankster		
0355	Duskull	Duskull
Levitate		FriskGen VI+
0356	Dusclops	Dusclops
Pressure		FriskGen VI+
0477	Dusknoir	Dusknoir
Pressure		FriskGen VI+
0357	Tropius	Tropius
Chlorophyll	Solar PowerGen IV+	Harvest
0433	Chingling	Chingling
Levitate		
0358	Chimecho	Chimecho
Levitate		
0359	Absol	Absol
Pressure	Super LuckGen IV+	Justified
0359	Absol	Absol
Mega Absol	Magic Bounce		
0361	Snorunt	Snorunt
Inner Focus	Ice BodyGen IV+	Moody
0362	Glalie	Glalie
Inner Focus	Ice BodyGen IV+	Moody
0362	Glalie	Glalie
Mega Glalie	Refrigerate		
0478	Froslass	Froslass
Snow Cloak		Cursed Body
0363	Spheal	Spheal
Thick Fat	Ice BodyGen IV+	Oblivious
0364	Sealeo	Sealeo
Thick Fat	Ice BodyGen IV+	Oblivious
0365	Walrein	Walrein
Thick Fat	Ice BodyGen IV+	Oblivious
0366	Clamperl	Clamperl
Shell Armor		Rattled
0367	Huntail	Huntail
Swift Swim		Water Veil
0368	Gorebyss	Gorebyss
Swift Swim		Hydration
0369	Relicanth	Relicanth
Swift Swim	Rock Head	Sturdy
0370	Luvdisc	Luvdisc
Swift Swim		Hydration
0371	Bagon	Bagon
Rock Head		Sheer Force
0372	Shelgon	Shelgon
Rock Head		Overcoat
0373	Salamence	Salamence
Intimidate		Moxie
0373	Salamence	Salamence
Mega Salamence	Aerilate		
0374	Beldum	Beldum
Clear Body		Light Metal
0375	Metang	Metang
Clear Body		Light Metal
0376	Metagross	Metagross
Clear Body		Light Metal
0376	Metagross	Metagross
Mega Metagross	Tough Claws		
0377	Regirock	Regirock
Clear Body		Sturdy
0378	Regice	Regice
Clear Body		Ice Body
0379	Registeel	Registeel
Clear Body		Light Metal
0380	Latias	Latias
Levitate		
0380	Latias	Latias
Mega Latias	Levitate		
0381	Latios	Latios
Levitate		
0381	Latios	Latios
Mega Latios	Levitate		
0382	Kyogre	Kyogre
Drizzle		
0382	Kyogre	Kyogre
Primal Kyogre	Primordial Sea		
0383	Groudon	Groudon
Drought		
0383	Groudon	Groudon
Primal Groudon	Desolate Land		
0384	Rayquaza	Rayquaza
Air Lock		
0384	Rayquaza	Rayquaza
Mega Rayquaza	Delta Stream		
0385	Jirachi	Jirachi
Serene Grace		
0386	Deoxys	Deoxys
Normal Forme	Pressure		
0386	Deoxys	Deoxys
Attack Forme	Pressure		
0386	Deoxys	Deoxys
Defense Forme	Pressure		
0386	Deoxys	Deoxys
Speed Forme	Pressure		
0387	Turtwig	Turtwig
Overgrow		Shell Armor
0388	Grotle	Grotle
Overgrow		Shell Armor
0389	Torterra	Torterra
Overgrow		Shell Armor
0390	Chimchar	Chimchar
Blaze		Iron Fist
0391	Monferno	Monferno
Blaze		Iron Fist
0392	Infernape	Infernape
Blaze		Iron Fist
0393	Piplup	Piplup*
Torrent		CompetitiveGen IX+
0394	Prinplup	Prinplup*
Torrent		CompetitiveGen IX+
0395	Empoleon	Empoleon*
Torrent		CompetitiveGen IX+
0396	Starly	Starly
Keen Eye		RecklessGen VI+
0397	Staravia	Staravia
Intimidate		Reckless
0398	Staraptor	Staraptor
Intimidate		Reckless
0399	Bidoof	Bidoof
Simple	Unaware	Moody
0400	Bibarel	Bibarel
Simple	Unaware	Moody
0401	Kricketot	Kricketot
Shed Skin		Run Away
0402	Kricketune	Kricketune
Swarm		Technician
0403	Shinx	Shinx
Rivalry	Intimidate	Guts
0404	Luxio	Luxio
Rivalry	Intimidate	Guts
0405	Luxray	Luxray
Rivalry	Intimidate	Guts
0408	Cranidos	Cranidos
Mold Breaker		Sheer Force
0409	Rampardos	Rampardos
Mold Breaker		Sheer Force
0410	Shieldon	Shieldon
Sturdy		Soundproof
0411	Bastiodon	Bastiodon
Sturdy		Soundproof
0412	Burmy	Burmy
Plant Cloak	Shed Skin		Overcoat
0412	Burmy	Burmy
Sandy Cloak	Shed Skin		Overcoat
0412	Burmy	Burmy
Trash Cloak	Shed Skin		Overcoat
0413	Wormadam	Wormadam
Plant Cloak	Anticipation		Overcoat
0413	Wormadam	Wormadam
Sandy Cloak	Anticipation		Overcoat
0413	Wormadam	Wormadam
Trash Cloak	Anticipation		Overcoat
0414	Mothim	Mothim
Swarm		Tinted Lens
0415	Combee	Combee
Honey Gather		Hustle
0416	Vespiquen	Vespiquen
Pressure		Unnerve
0417	Pachirisu	Pachirisu
Run Away	Pickup	Volt Absorb
0418	Buizel	Buizel
Swift Swim		Water Veil
0419	Floatzel	Floatzel
Swift Swim		Water Veil
0420	Cherubi	Cherubi
Chlorophyll		
0421	Cherrim	Cherrim
Overcast Form	Flower Gift		
0421	Cherrim	Cherrim
Sunshine Form	Flower Gift		
0422	Shellos	Shellos
West Sea	Sticky Hold	Storm Drain	Sand Force
0422	Shellos	Shellos
East Sea	Sticky Hold	Storm Drain	Sand Force
0423	Gastrodon	Gastrodon
West Sea	Sticky Hold	Storm Drain	Sand Force
0423	Gastrodon	Gastrodon
East Sea	Sticky Hold	Storm Drain	Sand Force
0425	Drifloon	Drifloon
Aftermath	Unburden	Flare Boost
0426	Drifblim	Drifblim
Aftermath	Unburden	Flare Boost
0427	Buneary	Buneary
Run Away	Klutz	Limber
0428	Lopunny	Lopunny
Cute Charm	Klutz	Limber
0428	Lopunny	Lopunny
Mega Lopunny	Scrappy		
0431	Glameow	Glameow
Limber	Own Tempo	Keen Eye
0432	Purugly	Purugly
Thick Fat	Own Tempo	Defiant
0434	Stunky	Stunky
Stench	Aftermath	Keen Eye
0435	Skuntank	Skuntank
Stench	Aftermath	Keen Eye
0436	Bronzor	Bronzor
Levitate	Heatproof	Heavy Metal
0437	Bronzong	Bronzong
Levitate	Heatproof	Heavy Metal
0441	Chatot	Chatot
Keen Eye	Tangled Feet	Big Pecks
0442	Spiritomb	Spiritomb
Pressure		Infiltrator
0443	Gible	Gible
Sand Veil		Rough Skin
0444	Gabite	Gabite
Sand Veil		Rough Skin
0445	Garchomp	Garchomp
Sand Veil		Rough Skin
0445	Garchomp	Garchomp
Mega Garchomp	Sand Force		
0447	Riolu	Riolu
Steadfast	Inner Focus	Prankster
0448	Lucario	Lucario
Steadfast	Inner Focus	Justified
0448	Lucario	Lucario
Mega Lucario	Adaptability		
0449	Hippopotas	Hippopotas
Sand Stream		Sand Force
0450	Hippowdon	Hippowdon
Sand Stream		Sand Force
0451	Skorupi	Skorupi
Battle Armor	Sniper	Keen Eye
0452	Drapion	Drapion
Battle Armor	Sniper	Keen Eye
0453	Croagunk	Croagunk
Anticipation	Dry Skin	Poison Touch
0454	Toxicroak	Toxicroak
Anticipation	Dry Skin	Poison Touch
0455	Carnivine	Carnivine
Levitate		
0456	Finneon	Finneon
Swift Swim	Storm Drain	Water Veil
0457	Lumineon	Lumineon
Swift Swim	Storm Drain	Water Veil
0459	Snover	Snover
Snow Warning		Soundproof
0460	Abomasnow	Abomasnow
Snow Warning		Soundproof
0460	Abomasnow	Abomasnow
Mega Abomasnow	Snow Warning		
0479	Rotom	Rotom
Levitate		
0479	Rotom	Rotom
Heat Rotom	Levitate		
0479	Rotom	Rotom
Wash Rotom	Levitate		
0479	Rotom	Rotom
Frost Rotom	Levitate		
0479	Rotom	Rotom
Fan Rotom	Levitate		
0479	Rotom	Rotom
Mow Rotom	Levitate		
0480	Uxie	Uxie
Levitate		
0481	Mesprit	Mesprit
Levitate		
0482	Azelf	Azelf
Levitate		
0483	Dialga	Dialga
Pressure		Telepathy
0483	Dialga	Dialga
Origin Forme	Pressure		Telepathy
0484	Palkia	Palkia
Pressure		Telepathy
0484	Palkia	Palkia
Origin Forme	Pressure		Telepathy
0485	Heatran	Heatran
Flash Fire		Flame Body
0486	Regigigas	Regigigas
Slow Start		
0487	Giratina	Giratina
Altered Forme	Pressure		Telepathy
0487	Giratina	Giratina
Origin Forme	Levitate		
0488	Cresselia	Cresselia
Levitate		
0489	Phione	Phione
Hydration		
0490	Manaphy	Manaphy
Hydration		
0491	Darkrai	Darkrai
Bad Dreams		
0492	Shaymin	Shaymin
Land Forme	Natural Cure		
0492	Shaymin	Shaymin
Sky Forme	Serene Grace		
0493	Arceus	Arceus
Multitype		
0494	Victini	Victini
Victory Star		
0495	Snivy	Snivy
Overgrow		Contrary
0496	Servine	Servine
Overgrow		Contrary
0497	Serperior	Serperior
Overgrow		Contrary
0498	Tepig	Tepig
Blaze		Thick Fat
0499	Pignite	Pignite
Blaze		Thick Fat
0500	Emboar	Emboar
Blaze		Reckless
0501	Oshawott	Oshawott
Torrent		Shell Armor
0502	Dewott	Dewott
Torrent		Shell Armor
0503	Samurott	Samurott
Torrent		Shell Armor
0503	Samurott	Samurott*
Hisuian Samurott	Torrent		SharpnessGen IX+
0504	Patrat	Patrat
Run Away	Keen Eye	Analytic
0505	Watchog	Watchog
Illuminate	Keen Eye	Analytic
0506	Lillipup	Lillipup
Vital Spirit	Pickup	Run Away
0507	Herdier	Herdier
Intimidate	Sand Rush	Scrappy
0508	Stoutland	Stoutland
Intimidate	Sand Rush	Scrappy
0509	Purrloin	Purrloin
Limber	Unburden	Prankster
0510	Liepard	Liepard
Limber	Unburden	Prankster
0511	Pansage	Pansage
Gluttony		Overgrow
0512	Simisage	Simisage
Gluttony		Overgrow
0513	Pansear	Pansear
Gluttony		Blaze
0514	Simisear	Simisear
Gluttony		Blaze
0515	Panpour	Panpour
Gluttony		Torrent
0516	Simipour	Simipour
Gluttony		Torrent
0517	Munna	Munna
Forewarn	Synchronize	Telepathy
0518	Musharna	Musharna
Forewarn	Synchronize	Telepathy
0519	Pidove	Pidove
Big Pecks	Super Luck	Rivalry
0520	Tranquill	Tranquill
Big Pecks	Super Luck	Rivalry
0521	Unfezant	Unfezant
Big Pecks	Super Luck	Rivalry
0522	Blitzle	Blitzle
Lightning Rod	Motor Drive	Sap Sipper
0523	Zebstrika	Zebstrika
Lightning Rod	Motor Drive	Sap Sipper
0524	Roggenrola	Roggenrola
Sturdy	Weak ArmorGen VII+	Sand Force
0525	Boldore	Boldore
Sturdy	Weak ArmorGen VII+	Sand Force
0526	Gigalith	Gigalith
Sturdy	Sand StreamGen VII+	Sand Force
0527	Woobat	Woobat
Unaware	Klutz	Simple
0528	Swoobat	Swoobat
Unaware	Klutz	Simple
0529	Drilbur	Drilbur
Sand Rush	Sand Force	Mold Breaker
0530	Excadrill	Excadrill
Sand Rush	Sand Force	Mold Breaker
0531	Audino	Audino
Healer	Regenerator	Klutz
0531	Audino	Audino
Mega Audino	Healer		
0532	Timburr	Timburr
Guts	Sheer Force	Iron Fist
0533	Gurdurr	Gurdurr
Guts	Sheer Force	Iron Fist
0534	Conkeldurr	Conkeldurr
Guts	Sheer Force	Iron Fist
0535	Tympole	Tympole
Swift Swim	Hydration	Water Absorb
0536	Palpitoad	Palpitoad
Swift Swim	Hydration	Water Absorb
0537	Seismitoad	Seismitoad
Swift Swim	Poison Touch	Water Absorb
0538	Throh	Throh
Guts	Inner Focus	Mold Breaker
0539	Sawk	Sawk
Sturdy	Inner Focus	Mold Breaker
0540	Sewaddle	Sewaddle
Swarm	Chlorophyll	Overcoat
0541	Swadloon	Swadloon
Leaf Guard	Chlorophyll	Overcoat
0542	Leavanny	Leavanny
Swarm	Chlorophyll	Overcoat
0543	Venipede	Venipede*
Poison Point	Swarm	Speed BoostGen VI+
0544	Whirlipede	Whirlipede*
Poison Point	Swarm	Speed BoostGen VI+
0545	Scolipede	Scolipede*
Poison Point	Swarm	Speed BoostGen VI+
0546	Cottonee	Cottonee
Prankster	Infiltrator	Chlorophyll
0547	Whimsicott	Whimsicott
Prankster	Infiltrator	Chlorophyll
0548	Petilil	Petilil
Chlorophyll	Own Tempo	Leaf Guard
0549	Lilligant	Lilligant
Chlorophyll	Own Tempo	Leaf Guard
0549	Lilligant	Lilligant
Hisuian Lilligant	Chlorophyll	Hustle	Leaf Guard
0550	Basculin	Basculin
Red-Striped Form	Reckless	Adaptability	Mold Breaker
0550	Basculin	Basculin*
Blue-Striped Form	Rock Head	Adaptability	Mold Breaker
0550	Basculin	Basculin
White-Striped Form	Rattled	Adaptability	Mold Breaker
0902	Basculegion	Basculegion*
Swift SwimGen IX+	Adaptability	Mold Breaker
0551	Sandile	Sandile
Intimidate	Moxie	Anger Point
0552	Krokorok	Krokorok
Intimidate	Moxie	Anger Point
0553	Krookodile	Krookodile
Intimidate	Moxie	Anger Point
0554	Darumaka	Darumaka
Hustle		Inner Focus
0554	Darumaka	Darumaka
Galarian Darumaka	Hustle		Inner Focus
0555	Darmanitan	Darmanitan
Sheer Force		Zen Mode
0555	Darmanitan	Darmanitan
Zen Mode	Zen Mode		
0555	Darmanitan	Darmanitan
Galarian Form
Standard Mode	Gorilla Tactics		Zen Mode
0555	Darmanitan	Darmanitan
Galarian Form
Zen Mode	Zen Mode		
0556	Maractus	Maractus
Water Absorb	Chlorophyll	Storm Drain
0557	Dwebble	Dwebble
Sturdy	Shell Armor	Weak Armor
0558	Crustle	Crustle
Sturdy	Shell Armor	Weak Armor
0559	Scraggy	Scraggy
Shed Skin	Moxie	Intimidate
0560	Scrafty	Scrafty
Shed Skin	Moxie	Intimidate
0561	Sigilyph	Sigilyph
Wonder Skin	Magic Guard	Tinted Lens
0562	Yamask	Yamask
Mummy		
0562	Yamask	Yamask
Galarian Yamask	Wandering Spirit		
0563	Cofagrigus	Cofagrigus
Mummy		
0867	Runerigus	Runerigus
Wandering Spirit		
0564	Tirtouga	Tirtouga
Solid Rock	Sturdy	Swift Swim
0565	Carracosta	Carracosta
Solid Rock	Sturdy	Swift Swim
0566	Archen	Archen
Defeatist		
0567	Archeops	Archeops
Defeatist		
0568	Trubbish	Trubbish
Stench	Sticky Hold	Aftermath
0569	Garbodor	Garbodor
Stench	Weak Armor	Aftermath
0570	Zorua	Zorua
Illusion		
0570	Zorua	Zorua
Hisuian Zorua	Illusion		
0571	Zoroark	Zoroark
Illusion		
0571	Zoroark	Zoroark
Hisuian Zoroark	Illusion		
0572	Minccino	Minccino
Cute Charm	Technician	Skill Link
0573	Cinccino	Cinccino
Cute Charm	Technician	Skill Link
0574	Gothita	Gothita
Frisk	CompetitiveGen VI+	Shadow Tag
0575	Gothorita	Gothorita
Frisk	CompetitiveGen VI+	Shadow Tag
0576	Gothitelle	Gothitelle
Frisk	CompetitiveGen VI+	Shadow Tag
0577	Solosis	Solosis
Overcoat	Magic Guard	Regenerator
0578	Duosion	Duosion
Overcoat	Magic Guard	Regenerator
0579	Reuniclus	Reuniclus
Overcoat	Magic Guard	Regenerator
0580	Ducklett	Ducklett
Keen Eye	Big Pecks	Hydration
0581	Swanna	Swanna
Keen Eye	Big Pecks	Hydration
0582	Vanillite	Vanillite
Ice Body	Snow CloakGen VII+	Weak Armor
0583	Vanillish	Vanillish
Ice Body	Snow CloakGen VII+	Weak Armor
0584	Vanilluxe	Vanilluxe
Ice Body	Snow WarningGen VII+	Weak Armor
0585	Deerling	Deerling
Spring Form	Chlorophyll	Sap Sipper	Serene Grace
0585	Deerling	Deerling
Summer Form	Chlorophyll	Sap Sipper	Serene Grace
0585	Deerling	Deerling
Autumn Form	Chlorophyll	Sap Sipper	Serene Grace
0585	Deerling	Deerling
Winter Form	Chlorophyll	Sap Sipper	Serene Grace
0586	Sawsbuck	Sawsbuck
Spring Form	Chlorophyll	Sap Sipper	Serene Grace
0586	Sawsbuck	Sawsbuck
Summer Form	Chlorophyll	Sap Sipper	Serene Grace
0586	Sawsbuck	Sawsbuck
Autumn Form	Chlorophyll	Sap Sipper	Serene Grace
0586	Sawsbuck	Sawsbuck
Winter Form	Chlorophyll	Sap Sipper	Serene Grace
0587	Emolga	Emolga
Static		Motor Drive
0588	Karrablast	Karrablast
Swarm	Shed Skin	No Guard
0589	Escavalier	Escavalier
Swarm	Shell Armor	Overcoat
0590	Foongus	Foongus
Effect Spore		Regenerator
0591	Amoonguss	Amoonguss
Effect Spore		Regenerator
0592	Frillish	Frillish
Water Absorb	Cursed Body	Damp
0593	Jellicent	Jellicent
Water Absorb	Cursed Body	Damp
0594	Alomomola	Alomomola
Healer	Hydration	Regenerator
0595	Joltik	Joltik
Compound Eyes	Unnerve	Swarm
0596	Galvantula	Galvantula
Compound Eyes	Unnerve	Swarm
0597	Ferroseed	Ferroseed
Iron Barbs		
0598	Ferrothorn	Ferrothorn
Iron Barbs		AnticipationGen VI+
0599	Klink	Klink
Plus	Minus	Clear Body
0600	Klang	Klang
Plus	Minus	Clear Body
0601	Klinklang	Klinklang
Plus	Minus	Clear Body
0602	Tynamo	Tynamo
Levitate		
0603	Eelektrik	Eelektrik
Levitate		
0604	Eelektross	Eelektross
Levitate		
0605	Elgyem	Elgyem
Telepathy	Synchronize	Analytic
0606	Beheeyem	Beheeyem
Telepathy	Synchronize	Analytic
0607	Litwick	Litwick*
Flash Fire	Flame Body	InfiltratorGen VI+
0608	Lampent	Lampent*
Flash Fire	Flame Body	InfiltratorGen VI+
0609	Chandelure	Chandelure*
Flash Fire	Flame Body	InfiltratorGen VI+
0610	Axew	Axew
Rivalry	Mold Breaker	Unnerve
0611	Fraxure	Fraxure
Rivalry	Mold Breaker	Unnerve
0612	Haxorus	Haxorus
Rivalry	Mold Breaker	Unnerve
0613	Cubchoo	Cubchoo
Snow Cloak	Slush RushGen VII+	Rattled
0614	Beartic	Beartic
Snow Cloak	Slush RushGen VII+	Swift Swim
0615	Cryogonal	Cryogonal
Levitate		
0616	Shelmet	Shelmet
Hydration	Shell Armor	Overcoat
0617	Accelgor	Accelgor
Hydration	Sticky Hold	Unburden
0618	Stunfisk	Stunfisk
Static	Limber	Sand Veil
0618	Stunfisk	Stunfisk
Galarian Stunfisk	Mimicry		
0619	Mienfoo	Mienfoo
Inner Focus	Regenerator	Reckless
0620	Mienshao	Mienshao
Inner Focus	Regenerator	Reckless
0621	Druddigon	Druddigon
Rough Skin	Sheer Force	Mold Breaker
0622	Golett	Golett
Iron Fist	Klutz	No Guard
0623	Golurk	Golurk
Iron Fist	Klutz	No Guard
0624	Pawniard	Pawniard
Defiant	Inner Focus	Pressure
0625	Bisharp	Bisharp
Defiant	Inner Focus	Pressure
0983	Kingambit	Kingambit
Defiant	Supreme Overlord	Pressure
0626	Bouffalant	Bouffalant
Reckless	Sap Sipper	Soundproof
0627	Rufflet	Rufflet
Keen Eye	Sheer Force	Hustle
0628	Braviary	Braviary
Keen Eye	Sheer Force	Defiant
0628	Braviary	Braviary*
Hisuian Braviary	Keen Eye	Sheer Force	Tinted LensGen IX+
0629	Vullaby	Vullaby
Big Pecks	Overcoat	Weak Armor
0630	Mandibuzz	Mandibuzz
Big Pecks	Overcoat	Weak Armor
0631	Heatmor	Heatmor
Gluttony	Flash Fire	White Smoke
0632	Durant	Durant
Swarm	Hustle	Truant
0633	Deino	Deino
Hustle		
0634	Zweilous	Zweilous
Hustle		
0635	Hydreigon	Hydreigon
Levitate		
0636	Larvesta	Larvesta
Flame Body		Swarm
0637	Volcarona	Volcarona
Flame Body		Swarm
0638	Cobalion	Cobalion
Justified		
0639	Terrakion	Terrakion
Justified		
0640	Virizion	Virizion
Justified		
0641	Tornadus	Tornadus
Incarnate Forme	Prankster		Defiant
0641	Tornadus	Tornadus
Therian Forme	Regenerator		
0642	Thundurus	Thundurus
Incarnate Forme	Prankster		Defiant
0642	Thundurus	Thundurus
Therian Forme	Volt Absorb		
0643	Reshiram	Reshiram
Turboblaze		
0644	Zekrom	Zekrom
Teravolt		
0645	Landorus	Landorus
Incarnate Forme	Sand Force		Sheer Force
0645	Landorus	Landorus
Therian Forme	Intimidate		
0646	Kyurem	Kyurem
Pressure		
0646	Kyurem	Kyurem
White Kyurem	Turboblaze		
0646	Kyurem	Kyurem
Black Kyurem	Teravolt		
0647	Keldeo	Keldeo
Ordinary Form	Justified		
0647	Keldeo	Keldeo
Resolute Form	Justified		
0648	Meloetta	Meloetta
Aria Forme	Serene Grace		
0648	Meloetta	Meloetta
Pirouette Forme	Serene Grace		
0649	Genesect	Genesect
Download		
0650	Chespin	Chespin
Overgrow		Bulletproof
0651	Quilladin	Quilladin
Overgrow		Bulletproof
0652	Chesnaught	Chesnaught
Overgrow		Bulletproof
0653	Fennekin	Fennekin
Blaze		Magician
0654	Braixen	Braixen
Blaze		Magician
0655	Delphox	Delphox
Blaze		Magician
0656	Froakie	Froakie
Torrent		Protean
0657	Frogadier	Frogadier
Torrent		Protean
0658	Greninja	Greninja
Torrent		Protean
0658	Greninja	Greninja
Ash	Battle Bond		
0659	Bunnelby	Bunnelby
Pickup	Cheek Pouch	Huge Power
0660	Diggersby	Diggersby
Pickup	Cheek Pouch	Huge Power
0661	Fletchling	Fletchling
Big Pecks		Gale Wings
0662	Fletchinder	Fletchinder
Flame Body		Gale Wings
0663	Talonflame	Talonflame
Flame Body		Gale Wings
0664	Scatterbug	Scatterbug
Shield Dust	Compound Eyes	Friend Guard
0665	Spewpa	Spewpa
Shed Skin		Friend Guard
0666	Vivillon	Vivillon
Shield Dust	Compound Eyes	Friend Guard
0667	Litleo	Litleo
Rivalry	Unnerve	Moxie
0668	Pyroar	Pyroar
Rivalry	Unnerve	Moxie
0669	Flabébé	Flabébé
Flower Veil		Symbiosis
0670	Floette	Floette
Flower Veil		Symbiosis
0670	Floette	Floette
Eternal Flower	Flower Veil		
0671	Florges	Florges
Flower Veil		Symbiosis
0672	Skiddo	Skiddo
Sap Sipper		Grass Pelt
0673	Gogoat	Gogoat
Sap Sipper		Grass Pelt
0674	Pancham	Pancham
Iron Fist	Mold Breaker	Scrappy
0675	Pangoro	Pangoro
Iron Fist	Mold Breaker	Scrappy
0676	Furfrou	Furfrou
Fur Coat		
0677	Espurr	Espurr
Keen Eye	Infiltrator	Own Tempo
0678	Meowstic	Meowstic
Male	Keen Eye	Infiltrator	Prankster
0678	Meowstic	Meowstic
Female	Keen Eye	Infiltrator	Competitive
0679	Honedge	Honedge
No Guard		
0680	Doublade	Doublade
No Guard		
0681	Aegislash	Aegislash
Shield Forme	Stance Change		
0681	Aegislash	Aegislash
Blade Forme	Stance Change		
0682	Spritzee	Spritzee
Healer		Aroma Veil
0683	Aromatisse	Aromatisse
Healer		Aroma Veil
0684	Swirlix	Swirlix
Sweet Veil		Unburden
0685	Slurpuff	Slurpuff
Sweet Veil		Unburden
0686	Inkay	Inkay
Contrary	Suction Cups	Infiltrator
0687	Malamar	Malamar
Contrary	Suction Cups	Infiltrator
0688	Binacle	Binacle
Tough Claws	Sniper	Pickpocket
0689	Barbaracle	Barbaracle
Tough Claws	Sniper	Pickpocket
0690	Skrelp	Skrelp
Poison Point	Poison Touch	Adaptability
0691	Dragalge	Dragalge
Poison Point	Poison Touch	Adaptability
0692	Clauncher	Clauncher
Mega Launcher		
0693	Clawitzer	Clawitzer
Mega Launcher		
0694	Helioptile	Helioptile
Dry Skin	Sand Veil	Solar Power
0695	Heliolisk	Heliolisk
Dry Skin	Sand Veil	Solar Power
0696	Tyrunt	Tyrunt
Strong Jaw		Sturdy
0697	Tyrantrum	Tyrantrum
Strong Jaw		Rock Head
0698	Amaura	Amaura
Refrigerate		Snow Warning
0699	Aurorus	Aurorus
Refrigerate		Snow Warning
0701	Hawlucha	Hawlucha
Limber	Unburden	Mold Breaker
0702	Dedenne	Dedenne
Cheek Pouch	Pickup	Plus
0703	Carbink	Carbink
Clear Body		Sturdy
0704	Goomy	Goomy
Sap Sipper	Hydration	Gooey
0705	Sliggoo	Sliggoo
Sap Sipper	Hydration	Gooey
0705	Sliggoo	Sliggoo*
Hisuian Sliggoo	Sap Sipper	Shell ArmorGen IX+	Gooey
0706	Goodra	Goodra
Sap Sipper	Hydration	Gooey
0706	Goodra	Goodra*
Hisuian Goodra	Sap Sipper	Shell ArmorGen IX+	Gooey
0707	Klefki	Klefki
Prankster		Magician
0708	Phantump	Phantump
Natural Cure	Frisk	Harvest
0709	Trevenant	Trevenant
Natural Cure	Frisk	Harvest
0710	Pumpkaboo	Pumpkaboo
Pickup	Frisk	Insomnia
0711	Gourgeist	Gourgeist
Pickup	Frisk	Insomnia
0712	Bergmite	Bergmite
Own Tempo	Ice Body	Sturdy
0713	Avalugg	Avalugg
Own Tempo	Ice Body	Sturdy
0713	Avalugg	Avalugg
Hisuian Avalugg	Strong Jaw	Ice Body	Sturdy
0714	Noibat	Noibat
