0844	Sandaconda	Sandaconda	120
0845	Cramorant	Cramorant	45
0846	Arrokuda	Arrokuda	255
0847	Barraskewda	Barraskewda	60
0848	Toxel	Toxel	75
0849	Toxtricity	Toxtricity	45
0850	Sizzlipede	Sizzlipede	190
0851	Centiskorch	Centiskorch	75
0852	Clobbopus	Clobbopus	180
0853	Grapploct	Grapploct	45
0854	Sinistea	Sinistea	120
0855	Polteageist	Polteageist	60
0856	Hatenna	Hatenna	235
0857	Hattrem	Hattrem	120
0858	Hatterene	Hatterene	45
0859	Impidimp	Impidimp	255
0860	Morgrem	Morgrem	120
0861	Grimmsnarl	Grimmsnarl	45
0862	Obstagoon	Obstagoon	45
0863	Perrserker	Perrserker	90
0864	Cursola	Cursola	30
0865	Sirfetch'd	Sirfetch'd	45
0866	Mr. Rime	Mr. Rime	45
0867	Runerigus	Runerigus	90
0868	Milcery	Milcery	200
0869	Alcremie	Alcremie	100
0870	Falinks	Falinks	45
0871	Pincurchin	Pincurchin	75
0872	Snom	Snom	190
0873	Frosmoth	Frosmoth	75
0874	Stonjourner	Stonjourner	60
0875	Eiscue	Eiscue	60
0876	Indeedee	Indeedee	30
0877	Morpeko	Morpeko	180
0878	Cufant	Cufant	190
0879	Copperajah	Copperajah	90
0880	Dracozolt	Dracozolt	45
0881	Arctozolt	Arctozolt	45
0882	Dracovish	Dracovish	45
0883	Arctovish	Arctovish	45
0884	Duraludon	Duraludon	45
0885	Dreepy	Dreepy	45
0886	Drakloak	Drakloak	45
0887	Dragapult	Dragapult	45
0888	Zacian	Zacian	10
0889	Zamazenta	Zamazenta	10
0890	Eternatus	Eternatus	255
0891	Kubfu	Kubfu	3
0892	Urshifu	Urshifu	3
0893	Zarude	Zarude	3
0894	Regieleki	Regieleki	3
0895	Regidrago	Regidrago	3
0896	Glastrier	Glastrier	3
0897	Spectrier	Spectrier	3
0898	Calyrex	Calyrex	3
0899	Wyrdeer	Wyrdeer	45
0900	Kleavor	Kleavor	15
0901	Ursaluna	Ursaluna	20
0902	Basculegion	Basculegion	45
0903	Sneasler	Sneasler	20
0904	Overqwil	Overqwil	45
0905	Enamorus	Enamorus	3
0906	Sprigatito	Sprigatito	45
0907	Floragato	Floragato	45
0908	Meowscarada	Meowscarada	45
0909	Fuecoco	Fuecoco	45
0910	Crocalor	Crocalor	45
0911	Skeledirge	Skeledirge	45
0912	Quaxly	Quaxly	45
0913	Quaxwell	Quaxwell	45
0914	Quaquaval	Quaquaval	45
0915	Lechonk	Lechonk	255
0916	Oinkologne	Oinkologne	100
0917	Tarountula	Tarountula	255
0918	Spidops	Spidops	120
0919	Nymble	Nymble	190
0920	Lokix	Lokix	30
0921	Pawmi	Pawmi	190
0922	Pawmo	Pawmo	80
0923	Pawmot	Pawmot	45
0924	Tandemaus	Tandemaus	150
0925	Maushold	Maushold	75
0926	Fidough	Fidough	190
0927	Dachsbun	Dachsbun	90
0928	Smoliv	Smoliv	255
0929	Dolliv	Dolliv	120
0930	Arboliva	Arboliva	45
0931	Squawkabilly	Squawkabilly	190
0932	Nacli	Nacli	255
0933	Naclstack	Naclstack	120
0934	Garganacl	Garganacl	45
0935	Charcadet	Charcadet	90
0936	Armarouge	Armarouge	25
0937	Ceruledge	Ceruledge	25
0938	Tadbulb	Tadbulb	190
0939	Bellibolt	Bellibolt	50
0940	Wattrel	Wattrel	180
0941	Kilowattrel	Kilowattrel	90
0942	Maschiff	Maschiff	150
0943	Mabosstiff	Mabosstiff	75
0944	Shroodle	Shroodle	190
0945	Grafaiai	Grafaiai	90
0946	Bramblin	Bramblin	190
0947	Brambleghast	Brambleghast	45
0948	Toedscool	Toedscool	190
0949	Toedscruel	Toedscruel	90
0950	Klawf	Klawf	120
0951	Capsakid	Capsakid	190
0952	Scovillain	Scovillain	75
0953	Rellor	Rellor	190
0954	Rabsca	Rabsca	45
0955	Flittle	Flittle	120
0956	Espathra	Espathra	60
0957	Tinkatink	Tinkatink	190
0958	Tinkatuff	Tinkatuff	90
0959	Tinkaton	Tinkaton	45
0960	Wiglett	Wiglett	255
0961	Wugtrio	Wugtrio	50
0962	Bombirdier	Bombirdier	25
0963	Finizen	Finizen	200
0964	Palafin	Palafin	45
0965	Varoom	Varoom	190
0966	Revavroom	Revavroom	75
0967	Cyclizar	Cyclizar	190
0968	Orthworm	Orthworm	25
0969	Glimmet	Glimmet	70
0970	Glimmora	Glimmora	25
0971	Greavard	Greavard	120
0972	Houndstone	Houndstone	60
0973	Flamigo	Flamigo	100
0974	Cetoddle	Cetoddle	150
0975	Cetitan	Cetitan	50
0976	Veluza	Veluza	100
0977	Dondozo	Dondozo	25
0978	Tatsugiri	Tatsugiri	100
0979	Annihilape	Annihilape	45
0980	Clodsire	Clodsire	90
0981	Farigiraf	Farigiraf	45
0982	Dudunsparce	Dudunsparce	45
0983	Kingambit	Kingambit	25
0984	Great Tusk	Great Tusk	30
0985	Scream Tail	Scream Tail	50
0986	Brute Bonnet	Brute Bonnet	50
0987	Flutter Mane	Flutter Mane	30
0988	Slither Wing	Slither Wing	30
0989	Sandy Shocks	Sandy Shocks	30
0990	Iron Treads	Iron Treads	30
0991	Iron Bundle	Iron Bundle	50
0992	Iron Hands	Iron Hands	50
0993	Iron Jugulis	Iron Jugulis	30
0994	Iron Moth	Iron Moth	30
0995	Iron Thorns	Iron Thorns	30
0996	Frigibax	Frigibax	45
0997	Arctibax	Arctibax	25
0998	Baxcalibur	Baxcalibur	10
0999	Gimmighoul	Gimmighoul	45
1000	Gholdengo	Gholdengo	45
1001	Wo-Chien	Wo-Chien	6
1002	Chien-Pao	Chien-Pao	6
1003	Ting-Lu	Ting-Lu	6
1004	Chi-Yu	Chi-Yu	6
1005	Roaring Moon	Roaring Moon	10
1006	Iron Valiant	Iron Valiant	10
1007	Koraidon	Koraidon	3
1008	Miraidon	Miraidon	3
1009	Walking Wake	Walking Wake	5
1010	Iron Leaves	Iron Leaves	5
1011	Dipplin	Dipplin	45
1012	Poltchageist	Poltchageist	120
1013	Sinistcha	Sinistcha	60
1014	Okidogi	Okidogi	3
1015	Munkidori	Munkidori	3
1016	Fezandipiti	Fezandipiti	3
1017	Ogerpon	Ogerpon	5
1018	Archaludon	Archaludon	10
1019	Hydrapple	Hydrapple	10
1020	Gouging Fire	Gouging Fire	10
1021	Raging Bolt	Raging Bolt	10
1022	Iron Boulder	Iron Boulder	10
1023	Iron Crown	Iron Crown	10
1024	Terapagos	Terapagos	255
1025	Pecharunt	Pecharunt	3
