Can Breed: 100% Male
0638	Cobalion	Cobalion
0639	Terrakion	Terrakion
0640	Virizion	Virizion
0643	Reshiram	Reshiram
0644	Zekrom	Zekrom
0646	Kyurem	Kyurem
0647	Keldeo	Keldeo
0648	Meloetta	Meloetta
0649	Genesect	Genesect
0716	Xerneas	Xerneas
0717	Yveltal	Yveltal
0718	Zygarde	Zygarde
0719	Diancie	Diancie
0720	Hoopa	Hoopa
0721	Volcanion	Volcanion
0772	Type: Null	Type: Null
0773	Silvally	Silvally
0785	Tapu Koko	Tapu Koko
0786	Tapu Lele	Tapu Lele
0787	Tapu Bulu	Tapu Bulu
0788	Tapu Fini	Tapu Fini
0789	Cosmog	Cosmog
0790	Cosmoem	Cosmoem
0791	Solgaleo	Solgaleo
0792	Lunala	Lunala
0793	Nihilego	Nihilego
0794	Buzzwole	Buzzwole
0795	Pheromosa	Pheromosa
0796	Xurkitree	Xurkitree
0797	Celesteela	Celesteela
0798	Kartana	Kartana
0799	Guzzlord	Guzzlord
0800	Necrozma	Necrozma
0801	Magearna	Magearna
0802	Marshadow	Marshadow
0803	Poipole	Poipole
0804	Naganadel	Naganadel
0805	Stakataka	Stakataka
0806	Blacephalon	Blacephalon
0807	Zeraora	Zeraora
0808	Meltan	Meltan
0809	Melmetal	Melmetal
0880	Dracozolt	Dracozolt
0881	Arctozolt	Arctozolt
0882	Dracovish	Dracovish
0883	Arctovish	Arctovish
0888	Zacian	Zacian
0889	Zamazenta	Zamazenta
0890	Eternatus	Eternatus
0893	Zarude	Zarude
0894	Regieleki	Regieleki
0895	Regidrago	Regidrago
0896	Glastrier	Glastrier
0897	Spectrier	Spectrier
0898	Calyrex	Calyrex
0984	Great Tusk	Great Tusk
0985	Scream Tail	Scream Tail
0986	Brute Bonnet	Brute Bonnet
0987	Flutter Mane	Flutter Mane
0988	Slither Wing	Slither Wing
0989	Sandy Shocks	Sandy Shocks
0990	Iron Treads	Iron Treads
0991	Iron Bundle	Iron Bundle
0992	Iron Hands	Iron Hands
0993	Iron Jugulis	Iron Jugulis
0994	Iron Moth	Iron Moth
0995	Iron Thorns	Iron Thorns
0999	Gimmighoul	Gimmighoul
1000	Gholdengo	Gholdengo
1001	Wo-Chien	Wo-Chien
1002	Chien-Pao	Chien-Pao
1003	Ting-Lu	Ting-Lu
1004	Chi-Yu	Chi-Yu
1005	Roaring Moon	Roaring Moon
1006	Iron Valiant	Iron Valiant
1007	Koraidon	Koraidon
1008	Miraidon	Miraidon
1009	Walking Wake	Walking Wake
1010	Iron Leaves	Iron Leaves
1020	Gouging Fire	Gouging Fire
1021	Raging Bolt	Raging Bolt
1022	Iron Boulder	Iron Boulder
1023	Iron Crown	Iron Crown
1025	Pecharunt	Pecharunt
